Website,Connection Establishment Time_x,RTT_x,Initial Response_x,Latency_x,Page Load Time_x,Dependency Load Time_x,Page Size_x,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type_x
wellsfargo.com,546.116352081299,209.069013595581,205,104.534506797791,4446,2806,131204,Australia,210,1537,113119,Other
expedia.com,523.817300796509,209.21802520752,1006,104.60901260376,19510,4982,1351932,Australia,256,70334,34533675,Other
realtor.com,1278.58734130859,229.351043701172,1065,114.675521850586,,2953,952285,Australia,666,654131,88172256,Other
crazygames.com,448.176860809326,209.487915039062,229,104.743957519531,8902,2898,596309,Australia,2684,36353,22495678,Gaming Websites
digitaltrends.com,521.614551544189,210.57915687561,262,105.289578437805,,3002,670061,Australia,423,213136,38511896,Other
nba.com,861.298561096191,209.182977676392,235,104.591488838196,,4025,502051,Australia,2911,260636,26410282,Other
akc.org,660.357236862183,211.220264434814,216,105.610132217407,17476,2904,600300,Australia,209,97407,52135687,Other
fast.com,753.827571868897,209.218502044678,249,104.609251022339,8150,4200,25627,Australia,424,7127,9177408,Other
decathlon.com,509.873151779175,209.976673126221,259,104.98833656311,,13709,1196563,Australia,1284,22064,11845244,Other
stackoverflow.com,752.740859985352,209.701776504517,476,104.850888252258,3842,3264,176035,Australia,5988,34384,2516857,Other
calculator.net,1362.13231086731,209.237575531006,456,104.618787765503,3853,3365,11466,Australia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
www2.hm.com,854.251384735107,209.229469299316,492,104.614734649658,6940,4332,587997,Australia,424,3998,420567,Other
grubhub.com,432.22188949585,209.458351135254,215,104.729175567627,3323,1511,2701,Australia,209,1436,78105,Other
google.com,100.676774978638,28.6762714385986,195,14.3381357192993,3390,893,195622,Austria,102,4477,9249782,Other
facebook.com,111.636400222778,30.7760238647461,285,15.388011932373,4842,4464,132691,Austria,25,25156,49750126,Social Media Sites
amazon.com,451.545476913452,24.6453285217285,187,12.3226642608643,2433,789,765748,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
imdb.com,394.470453262329,23.5297679901123,1166,11.7648839950562,3938,2030,696806,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,88.5696411132813,27.2548198699951,63,13.6274099349976,6469,477,257259,Austria,24,139,86533,Other
merriam-webster.com,58.1798553466797,41.4774417877197,41,20.7387208938599,3349,483,266111,Austria,25,12989,13768247,Educational Websites
pinterest.com,85.9801769256592,29.6700000762939,428,14.835000038147,1159,1153,257700,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
yelp.com,98.0696678161621,32.2885513305664,687,16.1442756652832,2943,2584,135107,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
wiktionary.org,163.320541381836,32.0887565612793,151,16.0443782806396,551,550,61262,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
dictionary.com,111.889123916626,23.7863063812256,36,11.8931531906128,2146,565,206149,Austria,32,888,1869980,Educational Websites
cambridge.org,119.921207427979,26.3805389404297,165,13.1902694702148,1694,1118,166433,Austria,0,219,293293,Educational Websites
britannica.com,417.957544326782,24.0797996520996,246,12.0398998260498,9254,822,154101,Austria,28,8071,14941045,Educational Websites
weather.com,77.0523548126221,24.9679088592529,80,12.4839544296265,2135,720,733795,Austria,26,1910,1469094,Other
espn.com,63.8842582702637,27.0326137542725,376,13.5163068771362,5306,2235,820642,Austria,0,1984,8955740,Other
linkedin.com,120.826721191406,24.2795944213867,856,12.1397972106934,1338,1176,133392,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
homedepot.com,106.13226890564,37.4791622161865,401,18.7395811080933,523,523,226,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
espncricinfo.com,712.787389755249,23.5950946807861,45,11.7975473403931,2150,988,570725,Austria,35,151,62219,Other
craigslist.org,409.508466720581,26.5707969665527,128,13.2853984832764,2111,1130,52328,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,158.159255981445,24.5339870452881,127,12.266993522644,1677,1028,203874,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,88.1409645080566,24.7023105621338,39,12.3511552810669,1155,774,63130,Austria,0,330,1510139,Other
mayoclinic.org,454.292058944702,38.4058952331543,224,19.2029476165771,8694,1344,557842,Austria,36,15888,14773693,Health and Medical Websites
cricbuzz.com,402.287006378174,27.7557373046875,101,13.8778686523438,5680,362,142415,Austria,24,12275,21227745,Other
webmd.com,371.27423286438,23.7629413604736,86,11.8814706802368,6604,1001,417527,Austria,0,611,320731,Health and Medical Websites
thesaurus.com,117.4156665802,1027.9393196106,37,513.969659805298,2298,586,203928,Austria,25,2155,4133956,Other
whatsapp.com,141.051292419434,31.4185619354248,670,15.7092809677124,2304,1848,279275,Austria,360,6661,18783593,Other
rottentomatoes.com,101.277112960815,26.4358520507812,46,13.2179260253906,2349,1873,336908,Austria,24,1337,375051,Entertainment Websites
bbc.com,83.6877822875977,23.5452651977539,67,11.772632598877,1901,1170,231473,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
bestbuy.com,73.944091796875,26.7970561981201,341,13.3985280990601,1167,1010,6921,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
netflix.com,165.207624435425,23.9565372467041,520,11.9782686233521,5049,3694,478043,Austria,47,19904,55312220,Entertainment Websites
indeed.com,79.2901515960693,23.7786769866943,131,11.8893384933472,2425,1616,229360,Austria,25,488,1765814,Other
thefreedictionary.com,414.466381072998,26.4499187469482,144,13.2249593734741,3975,1153,1431035,Austria,73,7871,13205049,Educational Websites
xvideos.com,132.569313049316,22.9995250701904,114,11.4997625350952,1416,889,132699,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,81.0527801513672,25.4929065704346,88,12.7464532852173,7745,2369,231387,Austria,30,8348,7613489,Entertainment Websites
livescore.com,91.9206142425537,24.5850086212158,35,12.2925043106079,1415,592,257498,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
ebay.com,378.967761993408,25.3803730010986,467,12.6901865005493,4098,1327,483874,Austria,28,593,339670,E-commerce Platforms
pornhub.com,75.6146907806397,23.9262580871582,316,11.9631290435791,3403,1231,667233,Austria,46,3127,8243514,Other
nih.gov,413.21063041687,23.8556861877441,201,11.9278430938721,2204,764,81225,Austria,0,4577,9234263,Health and Medical Websites
tiktok.com,53.6880493164063,25.9239673614502,2170,12.9619836807251,4031,3527,614580,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
steampowered.com,60.2214336395264,26.9536972045898,30,13.4768486022949,1355,849,533307,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,106.736421585083,41.250467300415,6346,20.6252336502075,6555,6543,147,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,555.848836898804,46.283483505249,74,23.1417417526245,909,517,236314,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Health and Medical Websites
blog.google,96.4348316192627,25.294303894043,225,12.6471519470215,4995,870,311339,Austria,837,40703,26927146,Other
cnbc.com,352.967023849487,72.9985237121582,978,36.4992618560791,1930,1342,2186871,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
indiatimes.com,86.5802764892578,23.2100486755371,51,11.6050243377686,7759,323,815888,Austria,366,36015,45115510,Other
flashscore.com,82.5629234313965,38.8455390930176,57,19.4227695465088,1185,922,299338,Austria,0,600,1060619,Other
speedtest.net,147.356986999512,53.5364151000977,121,26.7682075500488,6766,578,158713,Austria,33,3362,6304274,Other
unsplash.com,143.132925033569,32.3159694671631,39,16.1579847335815,7529,926,383722,Austria,39,2052,4656880,Other
vocabulary.com,92.6017761230469,23.0650901794434,433,11.5325450897217,2792,2411,45239,Austria,0,526,2989452,Other
deepl.com,192.077159881592,23.7255096435547,123,11.8627548217773,1925,1595,227625,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
bloomberg.com,251.663446426392,25.8274078369141,38,12.913703918457,999,433,14423,Austria,24,306,963852,Financial Websites
forbes.com,135.252952575684,31.6104888916016,46,15.8052444458008,1251,659,597497,Austria,35,273,61995,Financial Websites
booking.com,171.227931976318,24.5490074157715,412,12.2745037078857,1541,1415,574498,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xhamster.com,95.367431640625,26.3864994049072,799,13.1932497024536,3286,2135,290257,Austria,0,1759,4499591,Other
xe.com,55.1254749298096,24.0583419799805,30,12.0291709899902,1326,894,469747,Austria,26,526,1602828,Other
coinmarketcap.com,328.170776367187,85.5059623718262,40,42.7529811859131,1326,898,274293,Austria,22,633,1394897,Financial Websites
spanishdict.com,382.482051849365,24.8892307281494,165,12.4446153640747,11481,591,218339,Austria,1268,5968,1756461,Other
goodhousekeeping.com,83.3492279052734,27.1420478820801,39,13.57102394104,894,464,419948,Austria,64,948,1589929,Other
twitch.tv,76.5395164489746,23.8556861877441,0,11.9278430938721,2334,909,213073,Austria,24,107,34498,Entertainment Websites
pexels.com,80.2850723266602,27.6622772216797,65,13.8311386108398,1806,785,148378,Austria,123,2251,3673587,Other
poki.com,75.6428241729736,24.0213871002197,101,12.0106935501099,11130,335,278477,Austria,3624,23305,12138913,Gaming Websites
caranddriver.com,80.2967548370361,24.3334770202637,44,12.1667385101318,1063,540,458378,Austria,62,790,1589935,Other
github.com,77.1775245666504,23.9553451538086,42,11.9776725769043,775,727,234630,Austria,30,147,70279,Other
hotels.com,80.2948474884033,24.2824554443359,404,12.141227722168,2721,2135,900826,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
globo.com,513.22078704834,23.3676433563232,240,11.6838216781616,14141,3840,971620,Austria,49,6524,16272871,Other
theguardian.com,82.4382305145264,24.2173671722412,41,12.1086835861206,11814,370,1249828,Austria,2193,10777,3684886,News Websites
expedia.com,99.0548133850098,25.6443023681641,1628,12.822151184082,12835,3349,1384939,Austria,57,16462,22939264,Other
realtor.com,676.825284957886,42.0575141906738,634,21.0287570953369,18522,1307,954706,Austria,26,92700,70753942,Other
crazygames.com,79.4415473937988,42.7055358886719,67,21.3527679443359,12229,10668,666628,Austria,1697,12158,12590087,Gaming Websites
digitaltrends.com,90.6097888946533,64.6800994873047,27,32.3400497436523,4423,746,678424,Austria,23,2852,6979895,Other
nba.com,451.300859451294,27.2610187530518,1600,13.6305093765259,5437,2338,505551,Austria,0,2449,6171802,Other
nintendo.com,498.64935874939,23.8115787506104,31,11.9057893753052,2422,908,762516,Austria,22,247,326883,Gaming Websites
akc.org,116.791248321533,30.3895473480225,34,15.1947736740112,8221,388,600418,Austria,94,40970,40391078,Other
decathlon.com,82.5982093811035,23.7970352172852,42,11.8985176086426,2404,1986,1191938,Austria,52,8137,10450105,Other
stackoverflow.com,122.056007385254,23.759126663208,127,11.879563331604,841,699,175993,Austria,56,513,1583947,Other
www2.hm.com,91.5837287902832,34.2855453491211,69,17.1427726745605,1603,1158,764087,Austria,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
grubhub.com,83.8193893432617,24.4209766387939,36,12.210488319397,739,207,2701,Austria,28,166,78105,Other
google.com,76.4391422271729,27.1425247192383,30,13.5712623596191,2105,804,5759,Belgium,23,1371,6118763,Other
facebook.com,83.0557346343994,22.4535465240479,314,11.2267732620239,2162,1851,132671,Belgium,22,11819,49750126,Social Media Sites
amazon.com,391.902446746826,36.4723205566406,215,18.2361602783203,1736,1107,809503,Belgium,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
imdb.com,396.896600723267,32.8431129455566,1263,16.4215564727783,3812,2208,696672,Belgium,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,61.7172718048096,25.0437259674072,44,12.5218629837036,1163,504,182454,Belgium,141,918,200249,Other
pinterest.com,60.2593421936035,22.0475196838379,255,11.0237598419189,1039,1033,259687,Belgium,0,367,657028,Social Media Sites
yelp.com,111.925601959229,35.15625,944,17.578125,7540,7314,132864,Belgium,0,3877,305220,Other
yahoo.com,420.564889907837,71.0034370422363,183,35.5017185211182,8852,8645,44635,Belgium,258,2875,596282,Other
cambridge.org,239.840984344482,68.2640075683594,205,34.1320037841797,4256,2529,286057,Belgium,0,2338,586586,Educational Websites
britannica.com,430.0696849823,43.6325073242188,242,21.8162536621094,4228,634,154104,Belgium,72,7163,16745320,Educational Websites
weather.com,108.822584152222,48.1681823730469,90,24.0840911865234,2548,814,744061,Belgium,78,1715,2172908,Other
espn.com,64.6026134490967,21.9175815582275,147,10.9587907791138,2555,2021,456572,Belgium,0,756,2684502,Other
linkedin.com,94.2025184631348,22.8900909423828,391,11.4450454711914,926,604,145146,Belgium,0,1132,6265668,Social Media Sites
homedepot.com,72.7763175964356,23.082971572876,73,11.541485786438,256,256,227,Belgium,23,190,74651,Other
espncricinfo.com,682.920932769775,47.407865524292,30,23.703932762146,7707,3108,568038,Belgium,140,5167,7168582,Other
craigslist.org,396.609783172607,41.8217182159424,123,20.9108591079712,2609,1650,54141,Belgium,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,81.4812183380127,22.8216648101807,56,11.4108324050903,1475,758,63380,Belgium,0,370,1510139,Other
mayoclinic.org,440.558195114136,24.7139930725098,91,12.3569965362549,8649,943,557845,Belgium,22,5013,9990514,Health and Medical Websites
