Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
roblox.com,272.404432296753,55.5431842803955,218,27.7715921401978,1921,1363,95598,185.202.237.140,Stockholm,Sweden,84,359,187846,Gaming Websites
flashscore.com,82.7734470367432,37.6327037811279,62,18.816351890564,1416,850,298162,185.202.237.140,Stockholm,Sweden,0,689,292506,Other
thepiratebay.org,102.836847305298,38.0637645721436,746,19.0318822860718,1863,1856,4890,185.202.237.140,Stockholm,Sweden,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
adobe.com,98.53196144104,36.5581512451172,54,18.2790756225586,1695,975,317328,185.202.237.140,Stockholm,Sweden,36,538,494682,Other
speedtest.net,126.173973083496,42.4087047576904,222,21.2043523788452,7117,709,199974,185.202.237.140,Stockholm,Sweden,39,6606,10668601,Other
ssyoutube.com,120.171546936035,67.0990943908691,86,33.5495471954346,1642,765,30024,185.202.237.140,Stockholm,Sweden,90,2012,4641151,Other
unsplash.com,120.287179946899,36.7040634155273,50,18.3520317077637,2228,967,388596,185.202.237.140,Stockholm,Sweden,40,855,3022046,Other
lowes.com,,,,,,,,185.202.237.140,Stockholm,Sweden,,,,Other
vocabulary.com,88.0177021026611,42.0067310333252,464,21.0033655166626,2218,1583,45239,185.202.237.140,Stockholm,Sweden,0,3920,10463082,Other
mcdonalds.com,270.911931991577,41.048526763916,62,20.524263381958,1756,1415,277371,185.202.237.140,Stockholm,Sweden,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
deepl.com,141.720533370972,37.8434658050537,98,18.9217329025269,1351,1035,227889,185.202.237.140,Stockholm,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
playstation.com,,,,,,,,185.202.237.140,Stockholm,Sweden,,,,Other
bloomberg.com,296.76342010498,40.1012897491455,76,20.0506448745728,11103,10595,14423,185.202.237.140,Stockholm,Sweden,40,485,963852,Financial Websites
forbes.com,150.341749191284,37.1150970458984,42,18.5575485229492,1361,769,598302,185.202.237.140,Stockholm,Sweden,76,384,61995,Financial Websites
booking.com,81.5708637237549,39.682149887085,361,19.8410749435425,1458,1277,590677,185.202.237.140,Stockholm,Sweden,0,320,305220,Other
xhamster.com,86.3273143768311,39.4484996795654,352,19.7242498397827,3967,2613,327940,185.202.237.140,Stockholm,Sweden,0,2139,4499591,Other
xe.com,82.1158885955811,36.3945960998535,53,18.1972980499268,1526,993,468949,185.202.237.140,Stockholm,Sweden,81,2144,4884786,Other
friv.com,,,,,,,,185.202.237.140,Stockholm,Sweden,,,,Other
coinmarketcap.com,78.1400203704834,36.3113880157471,50,18.1556940078735,2482,1065,274541,185.202.237.140,Stockholm,Sweden,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
spanishdict.com,279.590368270874,36.4887714385986,515,18.2443857192993,2182,722,269385,185.202.237.140,Stockholm,Sweden,88,5272,4507572,Other
goodhousekeeping.com,91.2101268768311,37.7540588378906,52,18.8770294189453,1246,623,421512,185.202.237.140,Stockholm,Sweden,41,989,1589929,Other
dominos.com,82.4995040893555,36.2393856048584,85,18.1196928024292,4964,2202,222418,185.202.237.140,Stockholm,Sweden,154,8330,18934484,Other
twitch.tv,85.9453678131104,37.2929573059082,0,18.6464786529541,2427,1051,214526,185.202.237.140,Stockholm,Sweden,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
pexels.com,126.300811767578,37.2071266174316,60,18.6035633087158,1348,1051,138724,185.202.237.140,Stockholm,Sweden,135,2012,2480071,Other
poki.com,80.6841850280762,36.513090133667,86,18.2565450668335,1351,413,276931,185.202.237.140,Stockholm,Sweden,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites
caranddriver.com,91.4812088012695,36.41676902771,51,18.208384513855,11087,10768,458490,185.202.237.140,Stockholm,Sweden,829,5274,3290015,Other
github.com,118.906497955322,37.0883941650391,89,18.5441970825195,969,885,234629,185.202.237.140,Stockholm,Sweden,36,248,70279,Other
hotels.com,82.8287601470947,57.6362609863281,402,28.8181304931641,4015,3085,958892,185.202.237.140,Stockholm,Sweden,0,405,83091,Other
globo.com,553.929328918457,39.0005111694336,265,19.5002555847168,16937,4651,1043818,185.202.237.140,Stockholm,Sweden,74,7567,15511269,Other
theguardian.com,92.9043292999268,36.736011505127,47,18.3680057525635,1797,494,1222634,185.202.237.140,Stockholm,Sweden,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,News Websites
usnews.com,,,,,,,,185.202.237.140,Stockholm,Sweden,,,,News Websites
wellsfargo.com,111.807584762573,37.3787879943848,34,18.6893939971924,121995,979,132047,185.202.237.140,Stockholm,Sweden,0,696,2369161,Other
expedia.com,114.168882369995,43.7812805175781,469,21.8906402587891,9362,2080,1470726,185.202.237.140,Stockholm,Sweden,133,15310,16334059,Other
realtor.com,609.875679016113,42.8249835968018,593,21.4124917984009,12800,1345,953149,185.202.237.140,Stockholm,Sweden,0,164046,68052529,Other
crazygames.com,82.0825099945068,36.6394519805908,57,18.3197259902954,12512,10840,665740,185.202.237.140,Stockholm,Sweden,1006,13538,10878668,Gaming Websites
digitaltrends.com,91.9458866119385,37.1205806732178,40,18.5602903366089,6231,1792,651434,185.202.237.140,Stockholm,Sweden,41,13060,17496108,Other
nba.com,413.720846176147,39.7295951843262,886,19.8647975921631,3666,1756,575708,185.202.237.140,Stockholm,Sweden,164,4018,5280586,Other
nintendo.com,503.514766693115,38.4736061096191,56,19.2368030548096,3214,1103,771259,185.202.237.140,Stockholm,Sweden,41,879,417540,Gaming Websites
akc.org,139.514684677124,36.5407466888428,50,18.2703733444214,8171,474,600468,185.202.237.140,Stockholm,Sweden,134,27349,39920998,Other
fast.com,120.265960693359,36.8225574493408,40,18.4112787246704,3255,1379,25627,185.202.237.140,Stockholm,Sweden,77,3445,13767599,Other
decathlon.com,91.2051200866699,37.2681617736816,45,18.6340808868408,73454,68695,1111393,185.202.237.140,Stockholm,Sweden,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
adidas.com,,,,,,,,185.202.237.140,Stockholm,Sweden,,,,Other
stackoverflow.com,122.684001922607,36.9224548339844,155,18.4612274169922,1030,713,175935,185.202.237.140,Stockholm,Sweden,833,3882,2124247,Other
calculator.net,460.643291473389,66.5130615234375,139,33.2565307617187,1053,787,11466,185.202.237.140,Stockholm,Sweden,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
usps.com,,,,,,,,185.202.237.140,Stockholm,Sweden,,,,Other
www2.hm.com,98.5138416290283,40.729284286499,55,20.3646421432495,1871,1135,867261,185.202.237.140,Stockholm,Sweden,36,234,57626,Other
grubhub.com,92.2818183898926,35.9270572662354,42,17.9635286331177,816,315,2701,185.202.237.140,Stockholm,Sweden,37,249,78105,Other
google.com,66.7793750762939,21.2874412536621,163,10.6437206268311,2287,948,195813,45.8.149.97,Zürich,Switzerland,95,2891,10744508,Other
facebook.com,77.1932601928711,26.2343883514404,171,13.1171941757202,1823,1543,130039,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Social Media Sites
amazon.com,426.295757293701,26.2246131896973,172,13.1123065948486,1105,728,391061,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
imdb.com,511.606931686401,53.8761615753174,1283,26.9380807876587,3876,2126,715649,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,88.8767242431641,26.9684791564941,35,13.4842395782471,973,463,243526,45.8.149.97,Zürich,Switzerland,25,117,86533,Other
merriam-webster.com,58.934211730957,26.7713069915771,40,13.3856534957886,3762,630,265785,45.8.149.97,Zürich,Switzerland,0,11280,13209094,Educational Websites
pinterest.com,78.5017013549805,25.4395008087158,245,12.7197504043579,1057,1051,262582,45.8.149.97,Zürich,Switzerland,0,696,186621,Social Media Sites
yelp.com,114.135026931763,23.7100124359131,466,11.8550062179565,1835,1830,134900,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
tripadvisor.com,,,,,,,,45.8.149.97,Zürich,Switzerland,,,,Other
wiktionary.org,69.29612159729,22.437572479248,66,11.218786239624,360,352,61262,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
dictionary.com,100.035429000855,35.6929302215576,34,17.8464651107788,2640,489,214278,45.8.149.97,Zürich,Switzerland,25,23716,25369978,Educational Websites
yahoo.com,421.905994415283,24.6210098266602,199,12.3105049133301,1172,1094,970709,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
cambridge.org,74.1968154907227,21.4636325836182,117,10.7318162918091,1293,905,286057,45.8.149.97,Zürich,Switzerland,0,146,293293,Educational Websites
britannica.com,419.877529144287,22.716760635376,227,11.358380317688,18334,832,162536,45.8.149.97,Zürich,Switzerland,89,5249,13487659,Educational Websites
weather.com,48.9945411682129,25.2606868743896,54,12.6303434371948,913,504,721244,45.8.149.97,Zürich,Switzerland,55,494,1404795,Other
microsoft.com,325.491428375244,84.1274261474609,0,42.0637130737305,40,34,3448,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
walmart.com,67.6097869873047,22.514820098877,68,11.2574100494385,8734,253,183918,45.8.149.97,Zürich,Switzerland,52,4331,12751716,E-commerce Platforms
espn.com,53.7550449371338,56.0526847839356,409,28.0263423919678,3210,2458,1923876,45.8.149.97,Zürich,Switzerland,0,1344,2684502,Other
linkedin.com,92.357873916626,48.3942031860352,281,24.1971015930176,779,533,133392,45.8.149.97,Zürich,Switzerland,0,1010,6265668,Social Media Sites
homedepot.com,59.3936443328857,22.2728252410889,36,11.1364126205444,199,199,227,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
espncricinfo.com,678.213119506836,26.329517364502,24,13.164758682251,1476,905,560762,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
craigslist.org,370.658397674561,24.1165161132812,124,12.0582580566406,1979,1049,54096,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,127.026796340942,26.5498161315918,115,13.2749080657959,1084,836,196547,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
gsmarena.com,75.5538940429688,21.0835933685303,30,10.5417966842651,1177,710,64228,45.8.149.97,Zürich,Switzerland,0,474,1510139,Other
mayoclinic.org,452.134370803833,22.6728916168213,51,11.3364458084106,6841,946,557854,45.8.149.97,Zürich,Switzerland,29,3316,11032844,Health and Medical Websites
cricbuzz.com,358.477830886841,23.3218669891357,25,11.6609334945679,15078,174,144667,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
timeanddate.com,274.003505706787,27.8036594390869,50,13.9018297195435,1236,385,65064,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
webmd.com,392.277956008911,22.9134559631348,266,11.4567279815674,1561,981,292904,45.8.149.97,Zürich,Switzerland,0,233,558287,Health and Medical Websites
thesaurus.com,107.932090759277,30.8678150177002,33,15.4339075088501,2025,500,207716,45.8.149.97,Zürich,Switzerland,21,11671,17880868,Other
whatsapp.com,69.6492195129395,22.2523212432861,379,11.1261606216431,1682,1182,279951,45.8.149.97,Zürich,Switzerland,183,4262,14087264,Other
rottentomatoes.com,98.18434715271,26.0329246520996,41,13.0164623260498,1336,666,389835,45.8.149.97,Zürich,Switzerland,52,733,1447933,Entertainment Websites
bbc.com,71.3410377502441,29.4432640075684,32,14.7216320037842,1608,1040,221241,45.8.149.97,Zürich,Switzerland,28,635,1868470,News Websites
bestbuy.com,423.149347305298,21.4881896972656,77,10.7440948486328,683,573,6917,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
healthline.com,49.9339103698731,29.5476913452148,637,14.7738456726074,3130,1036,310537,45.8.149.97,Zürich,Switzerland,82,491,959756,Health and Medical Websites
netflix.com,182.404756546021,60.1959228515625,324,30.0979614257812,3621,2446,478746,45.8.149.97,Zürich,Switzerland,48,9546,50423555,Entertainment Websites
indeed.com,70.7576274871826,27.9347896575928,182,13.9673948287964,1930,1117,189954,45.8.149.97,Zürich,Switzerland,21,198,271088,Other
thefreedictionary.com,548.054218292236,21.8563079833984,166,10.9281539916992,7491,1015,1423434,45.8.149.97,Zürich,Switzerland,90,5040,10679426,Educational Websites
xvideos.com,124.178409576416,26.3304710388184,118,13.1652355194092,1426,956,142232,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
spotify.com,51.569938659668,21.8179225921631,68,10.9089612960815,4410,1355,79843,45.8.149.97,Zürich,Switzerland,25,1819,7613489,Entertainment Websites
livescore.com,61.0265731811523,22.2406387329102,43,11.1203193664551,1484,548,252830,45.8.149.97,Zürich,Switzerland,0,1082,2398347,Other
ebay.com,370.646715164185,21.9106674194336,323,10.9553337097168,1734,913,390784,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
pornhub.com,78.7844657897949,21.8369960784912,109,10.9184980392456,1627,966,665257,45.8.149.97,Zürich,Switzerland,0,1510,6153067,Other
ytmp3.cc,554.525852203369,22.1352577209473,189,11.0676288604736,2596,1312,165059,45.8.149.97,Zürich,Switzerland,22,1549,3146741,Other
samsung.com,,,,,,,,45.8.149.97,Zürich,Switzerland,,,,Other
nih.gov,367.751121520996,27.9943943023682,162,13.9971971511841,2008,737,81118,45.8.149.97,Zürich,Switzerland,0,2776,4746962,Health and Medical Websites
tiktok.com,53.734302520752,22.6194858551025,1684,11.3097429275513,3019,2670,756791,45.8.149.97,Zürich,Switzerland,23,411,1274764,Other
steampowered.com,79.258918762207,76.6246318817139,20,38.3123159408569,1239,1108,532559,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
investopedia.com,77.5332450866699,29.4554233551025,6465,14.7277116775513,6600,6592,147,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
cdc.gov,496.16265296936,29.9685001373291,28,14.9842500686646,701,437,236314,45.8.149.97,Zürich,Switzerland,25,107,52858,Health and Medical Websites
nordstrom.com,80.3649425506592,26.1843204498291,206,13.0921602249146,449,449,209072,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
blog.google,69.4496631622314,21.5773582458496,199,10.7886791229248,3344,734,310950,45.8.149.97,Zürich,Switzerland,686,19421,23485402,Other
cnbc.com,335.694789886475,21.6410160064697,147,10.8205080032349,858,388,2326385,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",News Websites
indiatimes.com,52.6187419891357,24.7397422790527,28,12.3698711395264,4424,339,817518,45.8.149.97,Zürich,Switzerland,169,30109,41639664,Other
roblox.com,340.749979019165,55.5484294891357,175,27.7742147445679,1470,1169,96953,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites
flashscore.com,51.1422157287598,21.9097137451172,38,10.9548568725586,10486,10379,299359,45.8.149.97,Zürich,Switzerland,0,480,595628,Other
thepiratebay.org,115.196466445923,35.264253616333,1000,17.6321268081665,2068,1974,4894,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
adobe.com,78.4933567047119,26.3257026672363,44,13.1628513336182,2240,682,317324,45.8.149.97,Zürich,Switzerland,22,377,1531710,Other
speedtest.net,108.197689056396,37.2231006622314,126,18.6115503311157,27257,572,165011,45.8.149.97,Zürich,Switzerland,271,26824,28770155,Other
ssyoutube.com,51.6726970672607,22.2446918487549,78,11.1223459243774,1389,464,30156,45.8.149.97,Zürich,Switzerland,69,2118,4641151,Other
unsplash.com,99.7653007507324,26.3726711273193,34,13.1863355636597,966,792,575166,45.8.149.97,Zürich,Switzerland,23,3745,7532662,Other
lowes.com,,,,,,,,45.8.149.97,Zürich,Switzerland,,,,Other
vocabulary.com,53.9178848266602,26.6201496124268,416,13.3100748062134,1813,1330,44582,45.8.149.97,Zürich,Switzerland,0,1442,6304004,Other
mcdonalds.com,263.426303863525,22.7375030517578,40,11.3687515258789,4993,2421,339336,45.8.149.97,Zürich,Switzerland,67,9972,10783322,Other
deepl.com,151.128768920898,21.7838287353516,122,10.8919143676758,1216,1028,228119,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
playstation.com,,,,,,,,45.8.149.97,Zürich,Switzerland,,,,Other
bloomberg.com,337.56422996521,33.73122215271,31,16.865611076355,831,406,14423,45.8.149.97,Zürich,Switzerland,28,302,963852,Financial Websites
forbes.com,102.935075759888,21.7776298522949,35,10.8888149261475,1231,714,595615,45.8.149.97,Zürich,Switzerland,45,213,46835,Financial Websites
booking.com,93.4221744537354,27.0042419433594,302,13.5021209716797,2251,1221,687628,45.8.149.97,Zürich,Switzerland,0,1765,1404575,Other
xhamster.com,54.8214912414551,22.7901935577393,294,11.3950967788696,3383,1596,324825,45.8.149.97,Zürich,Switzerland,0,2808,4499591,Other
xe.com,52.8726577758789,21.3260650634766,42,10.6630325317383,970,762,457866,45.8.149.97,Zürich,Switzerland,22,600,3097554,Other
friv.com,,,,,,,,45.8.149.97,Zürich,Switzerland,,,,Other
coinmarketcap.com,65.5355453491211,25.4900455474854,59,12.7450227737427,4819,810,276191,45.8.149.97,Zürich,Switzerland,175,11986,10105313,Financial Websites
spanishdict.com,262.50171661377,24.7616767883301,143,12.380838394165,26050,301,332743,45.8.149.97,Zürich,Switzerland,194,20120,15970670,Other
goodhousekeeping.com,87.6274108886719,28.3548831939697,37,14.1774415969849,885,491,420860,45.8.149.97,Zürich,Switzerland,31,899,1589929,Other
dominos.com,132.352590560913,25.4368782043457,76,12.7184391021729,1612,988,59365,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
twitch.tv,68.0043697357178,61.6364479064941,0,30.8182239532471,2175,749,212783,45.8.149.97,Zürich,Switzerland,0,408,1493016,Entertainment Websites
pexels.com,55.4742813110352,22.2411155700684,147,11.1205577850342,1168,862,138724,45.8.149.97,Zürich,Switzerland,119,1046,2149796,Other
poki.com,49.1039752960205,23.4088897705078,83,11.7044448852539,10715,345,275643,45.8.149.97,Zürich,Switzerland,1325,6731,4263585,Gaming Websites
caranddriver.com,72.5243091583252,25.5279541015625,46,12.7639770507813,924,581,458626,45.8.149.97,Zürich,Switzerland,74,736,1589935,Other
github.com,68.6147212982178,23.1642723083496,37,11.5821361541748,745,706,234658,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
hotels.com,74.009895324707,22.4590301513672,481,11.2295150756836,2037,1606,902711,45.8.149.97,Zürich,Switzerland,30,97,27693,Other
globo.com,621.869325637817,23.7541198730469,356,11.8770599365234,16570,4307,1042905,45.8.149.97,Zürich,Switzerland,26,5591,18670227,Other
theguardian.com,69.8246955871582,21.9640731811523,35,10.9820365905762,11202,377,1235374,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,News Websites
usnews.com,,,,,,,,45.8.149.97,Zürich,Switzerland,,,,News Websites
wellsfargo.com,54.323673248291,30.0517082214355,21,15.0258541107178,3152,812,132112,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
expedia.com,95.2613353729248,23.0069160461426,547,11.5034580230713,7490,2002,1470256,45.8.149.97,Zürich,Switzerland,0,17389,29296042,Other
realtor.com,667.094945907593,47.7590560913086,585,23.8795280456543,22794,1265,953767,45.8.149.97,Zürich,Switzerland,24,56954,53806081,Other
crazygames.com,56.1840534210205,22.8285789489746,40,11.4142894744873,11918,10469,665741,45.8.149.97,Zürich,Switzerland,827,6530,9024915,Gaming Websites
digitaltrends.com,94.3586826324463,33.2539081573486,41,16.6269540786743,25174,576,638932,45.8.149.97,Zürich,Switzerland,22,19007,32265981,Other
nba.com,412.405490875244,21.9314098358154,942,10.9657049179077,5062,1620,593576,45.8.149.97,Zürich,Switzerland,0,2042,7608925,Other
nintendo.com,575.125694274902,22.4075317382812,33,11.2037658691406,1369,737,768371,45.8.149.97,Zürich,Switzerland,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Gaming Websites
akc.org,110.060691833496,22.2878456115723,36,11.1439228057861,7106,445,600431,45.8.149.97,Zürich,Switzerland,54,25285,27140491,Other
fast.com,77.4905681610107,22.4676132202148,60,11.2338066101074,2476,2449,25627,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
decathlon.com,74.4614601135254,23.1437683105469,41,11.5718841552734,1330,985,1191614,45.8.149.97,Zürich,Switzerland,21,13505,13068080,Other
adidas.com,,,,,,,,45.8.149.97,Zürich,Switzerland,,,,Other
stackoverflow.com,104.158163070679,32.0627689361572,139,16.0313844680786,750,620,175951,45.8.149.97,Zürich,Switzerland,46,372,1583947,Other
calculator.net,413.66171836853,21.5520858764648,118,10.7760429382324,879,701,11466,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
usps.com,,,,,,,,45.8.149.97,Zürich,Switzerland,,,,Other
www2.hm.com,55.6349754333496,22.3755836486816,48,11.1877918243408,1116,747,46936,45.8.149.97,Zürich,Switzerland,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
grubhub.com,70.8746910095215,21.8980312347412,147,10.9490156173706,12202,1001,261267,45.8.149.97,Zürich,Switzerland,245,22703,35485635,Other
google.com,519.702672958374,253.235816955566,325,126.617908477783,6953,4354,147211,185.213.82.25,Taipei,Taiwan,266,6194,9396484,Other
facebook.com,515.623807907105,252.953767776489,473,126.476883888245,5852,5162,65582,185.213.82.25,Taipei,Taiwan,256,6483,11845354,Social Media Sites
amazon.com,1327.01230049133,253.727197647095,525,126.863598823547,6632,4297,787674,185.213.82.25,Taipei,Taiwan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
imdb.com,1344.71344947815,252.49981880188,2673,126.24990940094,9515,6250,717226,185.213.82.25,Taipei,Taiwan,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Entertainment Websites
apple.com,589.985847473145,253.160715103149,357,126.580357551575,5663,3073,257217,185.213.82.25,Taipei,Taiwan,505,4386,200249,Other
merriam-webster.com,521.341800689697,253.095388412476,342,126.547694206238,45681,2510,278687,185.213.82.25,Taipei,Taiwan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
pinterest.com,583.173274993897,252.400159835815,596,126.200079917908,3856,3850,260155,185.213.82.25,Taipei,Taiwan,255,1275,35216,Social Media Sites
yelp.com,785.178422927856,253.64875793457,948,126.824378967285,4689,4684,109948,185.213.82.25,Taipei,Taiwan,0,3892,1802645,Other
tripadvisor.com,,,,,,,,185.213.82.25,Taipei,Taiwan,,,,Other
wiktionary.org,630.358457565308,253.173589706421,559,126.58679485321,2194,2131,61262,185.213.82.25,Taipei,Taiwan,255,1435,49888,Other
dictionary.com,883.479118347168,252.376556396484,284,126.188278198242,20737,3429,246061,185.213.82.25,Taipei,Taiwan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Educational Websites
yahoo.com,768.864154815674,253.90887260437,334,126.954436302185,22820,8748,705186,185.213.82.25,Taipei,Taiwan,3054,150098,29825319,Other
cambridge.org,935.638666152954,256.510734558105,810,128.255367279053,6940,4005,285856,185.213.82.25,Taipei,Taiwan,0,1380,293293,Educational Websites
britannica.com,1458.56428146362,255.786895751953,699,127.893447875977,52675,3500,165187,185.213.82.25,Taipei,Taiwan,2582,65992,37971004,Educational Websites
weather.com,563.742637634277,256.126403808594,315,128.063201904297,33977,3079,1053622,185.213.82.25,Taipei,Taiwan,251,148917,32877697,Other
microsoft.com,795.073747634888,298.254728317261,0,149.12736415863,31,28,3448,185.213.82.25,Taipei,Taiwan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
walmart.com,515.976667404175,252.599000930786,405,126.299500465393,14827,1093,1844968,185.213.82.25,Taipei,Taiwan,1388,30868,12829369,E-commerce Platforms
espn.com,513.301372528076,253.052711486816,424,126.526355743408,32344,6896,1960193,185.213.82.25,Taipei,Taiwan,253,30139,17538879,Other
linkedin.com,773.728847503662,253.262758255005,434,126.631379127502,1582,1581,24571,185.213.82.25,Taipei,Taiwan,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Social Media Sites
homedepot.com,619.162559509277,253.049373626709,317,126.524686813355,1671,1671,226,185.213.82.25,Taipei,Taiwan,253,1587,74651,Other
espncricinfo.com,1009.03272628784,256.32905960083,256,128.164529800415,24665,4268,597546,185.213.82.25,Taipei,Taiwan,1009,85860,38957158,Other
craigslist.org,1349.31945800781,253.694534301758,396,126.847267150879,5742,3353,50984,185.213.82.25,Taipei,Taiwan,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
xnxx.com,1408.65778923035,316.846370697021,544,158.423185348511,6703,4529,223113,185.213.82.25,Taipei,Taiwan,252,1182,20767,Other
gsmarena.com,1033.26225280762,252.666473388672,500,126.333236694336,43837,4854,91455,185.213.82.25,Taipei,Taiwan,251,117930,21689786,Other
mayoclinic.org,1350.99744796753,252.805709838867,1272,126.402854919434,10979,4091,557860,185.213.82.25,Taipei,Taiwan,253,24723,14244439,Health and Medical Websites
