,Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
4137,4181,4446,steampowered.com,94.325065612793,29.6370983123779,40.0,14.818549156189,2106.0,976.0,510460.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4138,4182,4447,investopedia.com,83.9898586273193,31.8589210510254,7135.0,15.9294605255127,7288.0,7281.0,147.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
4139,4183,4448,cdc.gov,555.166006088257,34.8019599914551,64.0,17.4009799957275,916.0,598.0,236314.0,195.158.249.203,Ljubljana,Slovenia,30,175,52858,Health and Medical Websites
4140,4184,4449,nordstrom.com,106.005191802979,29.4737815856934,222.0,14.7368907928467,547.0,547.0,210894.0,195.158.249.203,Ljubljana,Slovenia,0,125,212941,E-commerce Platforms
4141,4185,4450,blog.google,105.192184448242,35.4814529418945,208.0,17.7407264709473,3347.0,1038.0,310950.0,195.158.249.203,Ljubljana,Slovenia,736,21150,21726124,Other
4142,4186,4451,cnbc.com,398.618221282959,40.5700206756592,207.0,20.2850103378296,980.0,545.0,2328038.0,195.158.249.203,Ljubljana,Slovenia,0,122,47939,News Websites
4143,4187,4452,indiatimes.com,107.332468032837,31.4216613769531,47.0,15.7108306884766,6668.0,401.0,826456.0,195.158.249.203,Ljubljana,Slovenia,244,19586,38941807,Other
4144,4188,4453,roblox.com,377.333641052246,36.8931293487549,510.0,18.4465646743774,1779.0,1538.0,94221.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Gaming Websites
4145,4189,4454,flashscore.com,97.1190929412842,31.3663482666016,58.0,15.6831741333008,968.0,736.0,298162.0,195.158.249.203,Ljubljana,Slovenia,0,399,768113,Other
4146,4190,4455,thepiratebay.org,97.2766876220703,31.6412448883057,895.0,15.8206224441528,2028.0,1684.0,4896.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4147,4191,4456,adobe.com,119.192600250244,32.5229167938232,65.0,16.2614583969116,1671.0,989.0,318077.0,195.158.249.203,Ljubljana,Slovenia,30,706,494682,Other
4148,4192,4457,speedtest.net,152.899742126465,31.2676429748535,137.0,15.6338214874268,2404.0,629.0,153869.0,195.158.249.203,Ljubljana,Slovenia,0,6006,11877779,Other
4149,4193,4458,ssyoutube.com,86.1721038818359,29.7794342041016,95.0,14.8897171020508,1258.0,714.0,30024.0,195.158.249.203,Ljubljana,Slovenia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4150,4194,4459,unsplash.com,136.749744415283,29.4532775878906,39.0,14.7266387939453,3063.0,2873.0,384032.0,195.158.249.203,Ljubljana,Slovenia,30,2095,2852467,Other
4151,4195,4460,lowes.com,,,,,,,,195.158.249.203,Ljubljana,Slovenia,,,,Other
4152,4196,4461,vocabulary.com,105.309247970581,32.2835445404053,431.0,16.1417722702026,2212.0,1700.0,44538.0,195.158.249.203,Ljubljana,Slovenia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4153,4197,4462,mcdonalds.com,270.752668380737,29.1545391082764,79.0,14.5772695541382,3271.0,2238.0,265424.0,195.158.249.203,Ljubljana,Slovenia,0,1900,3438097,Other
4154,4198,4463,deepl.com,205.757141113281,36.3941192626953,138.0,18.1970596313477,2394.0,1702.0,228136.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4155,4199,4465,bloomberg.com,279.324054718018,33.7224006652832,51.0,16.8612003326416,1280.0,670.0,14423.0,195.158.249.203,Ljubljana,Slovenia,30,562,963852,Financial Websites
4156,4200,4466,forbes.com,117.002248764038,34.7578525543213,46.0,17.3789262771606,2473.0,946.0,595673.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
4157,4201,4467,booking.com,119.521617889404,39.9854183197021,275.0,19.9927091598511,1611.0,1475.0,592024.0,195.158.249.203,Ljubljana,Slovenia,0,324,305220,Other
4158,4202,4468,xhamster.com,94.9091911315918,31.2864780426025,431.0,15.6432390213013,3296.0,1956.0,325141.0,195.158.249.203,Ljubljana,Slovenia,0,2145,4499591,Other
4159,4203,4469,xe.com,91.3033485412598,29.909610748291,71.0,14.9548053741455,1919.0,1450.0,457421.0,195.158.249.203,Ljubljana,Slovenia,37,544,292506,Other
4160,4204,4471,coinmarketcap.com,88.944673538208,30.4076671600342,54.0,15.2038335800171,1440.0,954.0,274913.0,195.158.249.203,Ljubljana,Slovenia,32,585,357869,Financial Websites
4161,4205,4472,spanishdict.com,276.108503341675,29.9265384674072,162.0,14.9632692337036,10545.0,386.0,325948.0,195.158.249.203,Ljubljana,Slovenia,105,5416,8882566,Other
4162,4206,4473,goodhousekeeping.com,84.5246315002441,29.8185348510742,42.0,14.9092674255371,1084.0,557.0,420967.0,195.158.249.203,Ljubljana,Slovenia,31,228,79790,Other
4163,4207,4474,dominos.com,91.5262699127197,29.9839973449707,866.0,14.9919986724854,6586.0,4046.0,140450.0,195.158.249.203,Ljubljana,Slovenia,98,10421,12428891,Other
4164,4209,4476,pexels.com,98.5746383666992,29.740571975708,75.0,14.870285987854,1521.0,1317.0,138627.0,195.158.249.203,Ljubljana,Slovenia,97,1662,2159832,Other
4165,4210,4477,poki.com,113.323211669922,62.3836517333984,310.0,31.1918258666992,1965.0,662.0,277425.0,195.158.249.203,Ljubljana,Slovenia,759,4466,883993,Gaming Websites
4166,4211,4478,caranddriver.com,90.4293060302734,30.2610397338867,50.0,15.1305198669434,1006.0,594.0,458594.0,195.158.249.203,Ljubljana,Slovenia,31,201,79796,Other
4167,4212,4479,github.com,107.771396636963,31.815767288208,57.0,15.907883644104,896.0,796.0,234631.0,195.158.249.203,Ljubljana,Slovenia,31,195,70279,Other
4168,4213,4480,hotels.com,97.9106426239014,30.153751373291,164.0,15.0768756866455,332.0,326.0,124.0,195.158.249.203,Ljubljana,Slovenia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4169,4214,4481,globo.com,586.568593978882,30.6828022003174,236.0,15.3414011001587,12857.0,3480.0,1043532.0,195.158.249.203,Ljubljana,Slovenia,81,9719,19432247,Other
4170,4215,4482,theguardian.com,88.7241363525391,32.4642658233643,433.0,16.2321329116821,21546.0,10507.0,1241686.0,195.158.249.203,Ljubljana,Slovenia,2894,16520,3765122,News Websites
4171,4216,4484,wellsfargo.com,92.1487808227539,30.0462245941162,39.0,15.0231122970581,1490.0,883.0,132019.0,195.158.249.203,Ljubljana,Slovenia,0,731,2369161,Other
4172,4217,4485,expedia.com,90.5020236968994,29.865026473999,307.0,14.9325132369995,479.0,474.0,124.0,195.158.249.203,Ljubljana,Slovenia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4173,4218,4486,realtor.com,613.092422485352,30.3771495819092,699.0,15.1885747909546,14942.0,1360.0,954879.0,195.158.249.203,Ljubljana,Slovenia,84,226388,74162365,Other
4174,4219,4487,crazygames.com,120.664358139038,36.3061428070068,64.0,18.1530714035034,1542.0,887.0,595418.0,195.158.249.203,Ljubljana,Slovenia,821,11501,6199600,Gaming Websites
4175,4220,4488,digitaltrends.com,104.394674301147,29.9253463745117,44.0,14.9626731872559,3393.0,569.0,651251.0,195.158.249.203,Ljubljana,Slovenia,32,6935,10878797,Other
4176,4221,4489,nba.com,467.464208602905,29.9456119537354,716.0,14.9728059768677,3708.0,1524.0,576367.0,195.158.249.203,Ljubljana,Slovenia,56,1015,328194,Other
4177,4222,4490,nintendo.com,510.35475730896,37.5888347625732,67.0,18.7944173812866,2074.0,1269.0,769215.0,195.158.249.203,Ljubljana,Slovenia,0,403,305220,Gaming Websites
4178,4223,4491,akc.org,170.290946960449,44.3990230560303,41.0,22.1995115280151,7980.0,628.0,601019.0,195.158.249.203,Ljubljana,Slovenia,0,56791,58335389,Other
4179,4224,4492,fast.com,149.239540100098,29.6955108642578,42.0,14.8477554321289,3724.0,1638.0,25627.0,195.158.249.203,Ljubljana,Slovenia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4180,4225,4493,decathlon.com,118.614435195923,30.6336879730225,60.0,15.3168439865112,3640.0,1454.0,1188232.0,195.158.249.203,Ljubljana,Slovenia,29,2652,6955011,Other
4181,4226,4495,stackoverflow.com,116.791963577271,35.9501838684082,139.0,17.9750919342041,1099.0,988.0,175993.0,195.158.249.203,Ljubljana,Slovenia,212,1367,1654219,Other
4182,4227,4496,calculator.net,404.896259307861,29.911994934082,128.0,14.955997467041,975.0,683.0,11466.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4183,4228,4498,www2.hm.com,98.0429649353027,32.1919918060303,225.0,16.0959959030151,2120.0,1316.0,651294.0,195.158.249.203,Ljubljana,Slovenia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4184,4229,4499,grubhub.com,96.4229106903076,29.630184173584,44.0,14.815092086792,832.0,300.0,2701.0,195.158.249.203,Ljubljana,Slovenia,30,203,78105,Other
4185,4230,4500,google.com,586.499214172363,213.399410247803,526.0,106.699705123901,13759.0,5499.0,149391.0,185.203.122.239,Johannesburg,South_Africa,399,19189,12382516,Other
4186,4231,4501,facebook.com,407.43350982666,199.828624725342,491.0,99.9143123626709,5384.0,4734.0,65628.0,185.203.122.239,Johannesburg,South_Africa,203,2524,2369161,Social Media Sites
4187,4232,4502,amazon.com,1282.54508972168,203.327417373657,526.0,101.663708686829,4519.0,3797.0,804374.0,185.203.122.239,Johannesburg,South_Africa,218,1615,158204,E-commerce Platforms
4188,4233,4503,imdb.com,1302.02913284302,201.886177062988,1832.0,100.943088531494,8763.0,4714.0,709411.0,185.203.122.239,Johannesburg,South_Africa,198,801,3667,Entertainment Websites
4189,4234,4504,apple.com,416.360378265381,211.633205413818,221.0,105.816602706909,5532.0,2542.0,257204.0,185.203.122.239,Johannesburg,South_Africa,827,5321,257080,Other
4190,4235,4505,merriam-webster.com,409.020662307739,201.359510421753,763.0,100.679755210876,51187.0,2185.0,278362.0,185.203.122.239,Johannesburg,South_Africa,401,32656,24102622,Educational Websites
4191,4236,4506,pinterest.com,426.578521728516,224.268198013306,541.0,112.134099006653,3630.0,3624.0,260125.0,185.203.122.239,Johannesburg,South_Africa,207,1796,73736,Social Media Sites
4192,4237,4507,yelp.com,752.862453460693,217.873573303223,911.0,108.936786651611,3954.0,3948.0,108942.0,185.203.122.239,Johannesburg,South_Africa,0,3441,4642973,Other
4193,4238,4508,tripadvisor.com,,,,,,,,185.203.122.239,Johannesburg,South_Africa,,,,Other
4194,4239,4509,wiktionary.org,759.746551513672,199.872255325317,571.0,99.9361276626587,2061.0,2009.0,61262.0,185.203.122.239,Johannesburg,South_Africa,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4195,4240,4510,dictionary.com,637.146711349487,202.425479888916,211.0,101.212739944458,31304.0,3880.0,246598.0,185.203.122.239,Johannesburg,South_Africa,1062,101961,29293413,Educational Websites
4196,4241,4511,yahoo.com,1093.72878074646,200.869798660278,528.0,100.434899330139,9782.0,3887.0,946887.0,185.203.122.239,Johannesburg,South_Africa,801,26210,8249745,Other
4197,4242,4512,cambridge.org,611.260175704956,209.746360778809,416.0,104.873180389404,7125.0,4291.0,285855.0,185.203.122.239,Johannesburg,South_Africa,198,3570,626155,Educational Websites
4198,4243,4513,britannica.com,1362.51091957092,200.374841690063,1290.0,100.187420845032,53435.0,3837.0,165594.0,185.203.122.239,Johannesburg,South_Africa,1230,43840,24483227,Educational Websites
4199,4244,4514,weather.com,761.532545089722,198.099613189697,422.0,99.0498065948486,5230.0,2705.0,802001.0,185.203.122.239,Johannesburg,South_Africa,204,2540,66195,Other
4201,4246,4516,walmart.com,410.537481307983,201.746940612793,588.0,100.873470306396,15816.0,1220.0,1849118.0,185.203.122.239,Johannesburg,South_Africa,409,9397,4213648,E-commerce Platforms
4202,4247,4517,espn.com,410.953521728516,245.595932006836,1111.0,122.797966003418,44785.0,5545.0,606139.0,185.203.122.239,Johannesburg,South_Africa,405,41991,25375748,Other
4203,4248,4518,linkedin.com,1175.16398429871,231.643438339233,544.0,115.821719169617,1890.0,1889.0,24571.0,185.203.122.239,Johannesburg,South_Africa,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
4204,4249,4519,homedepot.com,410.934686660767,206.766843795776,210.0,103.383421897888,1456.0,1456.0,227.0,185.203.122.239,Johannesburg,South_Africa,199,1370,74651,Other
4205,4250,4520,espncricinfo.com,1290.96484184265,203.050136566162,204.0,101.525068283081,27402.0,3946.0,544940.0,185.203.122.239,Johannesburg,South_Africa,2065,56505,27960497,Other
4206,4251,4521,craigslist.org,1365.58485031128,221.334457397461,502.0,110.66722869873,9872.0,5101.0,50545.0,185.203.122.239,Johannesburg,South_Africa,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4207,4252,4522,xnxx.com,1247.35736846924,211.001396179199,465.0,105.5006980896,7371.0,4121.0,197827.0,185.203.122.239,Johannesburg,South_Africa,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4208,4253,4523,gsmarena.com,826.5540599823,224.639415740967,399.0,112.319707870483,36362.0,4039.0,92724.0,185.203.122.239,Johannesburg,South_Africa,274,1180180,92225909,Other
4209,4254,4524,mayoclinic.org,1480.78322410584,200.371980667114,1559.0,100.185990333557,15341.0,5039.0,557844.0,185.203.122.239,Johannesburg,South_Africa,934,28681,12074260,Health and Medical Websites
4210,4255,4525,cricbuzz.com,705.933332443237,201.709508895874,208.0,100.854754447937,16724.0,1228.0,142774.0,185.203.122.239,Johannesburg,South_Africa,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4211,4256,4526,timeanddate.com,872.978925704956,199.231863021851,1043.0,99.6159315109253,25969.0,2590.0,69603.0,185.203.122.239,Johannesburg,South_Africa,0,50525,9651648,Other
4212,4257,4527,webmd.com,1387.50982284546,200.109958648682,498.0,100.054979324341,50706.0,3668.0,306927.0,185.203.122.239,Johannesburg,South_Africa,1386,271187,22792503,Health and Medical Websites
4213,4258,4528,thesaurus.com,635.917663574219,205.675363540649,218.0,102.837681770325,46575.0,3891.0,243337.0,185.203.122.239,Johannesburg,South_Africa,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4214,4259,4529,whatsapp.com,411.591529846191,198.899507522583,785.0,99.4497537612915,5963.0,4173.0,258866.0,185.203.122.239,Johannesburg,South_Africa,625,8202,6260037,Other
4215,4260,4530,rottentomatoes.com,781.954050064087,199.361562728882,206.0,99.6807813644409,41053.0,4352.0,542016.0,185.203.122.239,Johannesburg,South_Africa,1677,43659,14427665,Entertainment Websites
4216,4261,4531,bbc.com,413.372993469238,199.132442474365,216.0,99.5662212371826,9041.0,5560.0,230031.0,185.203.122.239,Johannesburg,South_Africa,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,News Websites
4217,4262,4532,bestbuy.com,750.382661819458,200.116395950317,414.0,100.058197975159,2768.0,2343.0,6928.0,185.203.122.239,Johannesburg,South_Africa,265,1136,24976,E-commerce Platforms
4218,4263,4533,healthline.com,805.987358093262,206.128358840942,589.0,103.064179420471,20688.0,3049.0,353666.0,185.203.122.239,Johannesburg,South_Africa,1081,49685,18016670,Health and Medical Websites
4219,4264,4534,netflix.com,1960.61754226685,202.68702507019,1229.0,101.343512535095,16195.0,7754.0,467786.0,185.203.122.239,Johannesburg,South_Africa,424,11504,13219584,Entertainment Websites
4220,4265,4535,indeed.com,416.710138320923,200.317144393921,418.0,100.15857219696,11317.0,6821.0,194333.0,185.203.122.239,Johannesburg,South_Africa,614,15093,8722197,Other
4221,4266,4536,thefreedictionary.com,2513.43202590942,759.400129318237,1639.0,379.700064659119,10888.0,4766.0,1423292.0,185.203.122.239,Johannesburg,South_Africa,199,12201,8549164,Educational Websites
4222,4267,4537,xvideos.com,1176.95927619934,201.434373855591,454.0,100.717186927795,8042.0,3942.0,1299483.0,185.203.122.239,Johannesburg,South_Africa,207,1069,20683,Other
4223,4268,4538,spotify.com,758.110523223877,203.459024429321,408.0,101.729512214661,19157.0,4073.0,192392.0,185.203.122.239,Johannesburg,South_Africa,416,25849,17759962,Entertainment Websites
4224,4269,4539,livescore.com,414.036750793457,201.969861984253,202.0,100.984930992126,6894.0,2325.0,252831.0,185.203.122.239,Johannesburg,South_Africa,449,3435,1104809,Other
4225,4270,4540,ebay.com,1032.86075592041,201.336145401001,651.0,100.6680727005,8499.0,4153.0,314249.0,185.203.122.239,Johannesburg,South_Africa,202,1870,339670,E-commerce Platforms
4226,4271,4541,pornhub.com,738.81459236145,204.814195632935,526.0,102.407097816467,9896.0,4463.0,660144.0,185.203.122.239,Johannesburg,South_Africa,405,5019,2575786,Other
4227,4272,4542,ytmp3.cc,1039.56890106201,198.81272315979,392.0,99.406361579895,8086.0,5123.0,165059.0,185.203.122.239,Johannesburg,South_Africa,1015,20083,13806692,Other
4228,4273,4544,nih.gov,1395.47514915466,198.5023021698,556.0,99.2511510848999,9202.0,5228.0,80226.0,185.203.122.239,Johannesburg,South_Africa,831,11978,4861587,Health and Medical Websites
4229,4274,4545,tiktok.com,404.336929321289,198.015689849854,994.0,99.0078449249268,5934.0,4137.0,724028.0,185.203.122.239,Johannesburg,South_Africa,3390,29560,3759891,Other
4230,4275,4546,steampowered.com,693.2053565979,198.81796836853,213.0,99.4089841842651,4962.0,3087.0,504162.0,185.203.122.239,Johannesburg,South_Africa,0,1872,1510139,Other
4231,4276,4547,investopedia.com,411.326408386231,216.664791107178,6919.0,108.332395553589,7398.0,7390.0,147.0,185.203.122.239,Johannesburg,South_Africa,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
4232,4277,4548,cdc.gov,1698.27175140381,199.411869049072,420.0,99.7059345245361,3524.0,2630.0,236314.0,185.203.122.239,Johannesburg,South_Africa,203,1270,52858,Health and Medical Websites
4233,4278,4549,nordstrom.com,442.720651626587,201.607465744019,706.0,100.803732872009,1829.0,1829.0,212784.0,185.203.122.239,Johannesburg,South_Africa,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
4234,4279,4550,blog.google,769.477605819702,199.930429458618,535.0,99.9652147293091,9089.0,5438.0,311101.0,185.203.122.239,Johannesburg,South_Africa,199,8176,5547627,Other
4235,4280,4551,cnbc.com,1087.85915374756,205.59287071228,589.0,102.79643535614,4299.0,1834.0,2326566.0,185.203.122.239,Johannesburg,South_Africa,198,6426,107899,News Websites
4236,4281,4552,indiatimes.com,413.999080657959,218.28556060791,204.0,109.142780303955,18235.0,1915.0,1117569.0,185.203.122.239,Johannesburg,South_Africa,1037,36887,23953909,Other
4237,4282,4553,roblox.com,,,,,,,,185.203.122.239,Johannesburg,South_Africa,,,,Gaming Websites
4238,4283,4554,flashscore.com,409.531354904175,222.05114364624,377.0,111.02557182312,4135.0,2594.0,298135.0,185.203.122.239,Johannesburg,South_Africa,651,4053,315903,Other
4239,4284,4555,thepiratebay.org,435.755491256714,202.809810638428,1023.0,101.404905319214,6420.0,3771.0,4971.0,185.203.122.239,Johannesburg,South_Africa,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4240,4285,4556,adobe.com,778.415679931641,204.36954498291,218.0,102.184772491455,6884.0,3812.0,317543.0,185.203.122.239,Johannesburg,South_Africa,198,1646,189462,Other
4241,4286,4557,speedtest.net,614.867448806763,204.102277755737,605.0,102.051138877869,7430.0,2442.0,199936.0,185.203.122.239,Johannesburg,South_Africa,1122,23960,13167766,Other
4242,4287,4558,ssyoutube.com,408.288478851318,199.725151062012,458.0,99.8625755310059,6517.0,4008.0,30024.0,185.203.122.239,Johannesburg,South_Africa,399,7874,4641151,Other
4243,4288,4559,unsplash.com,615.79442024231,198.505640029907,206.0,99.2528200149536,7848.0,3266.0,386601.0,185.203.122.239,Johannesburg,South_Africa,598,4833,1811222,Other
4244,4289,4560,lowes.com,414.670705795288,198.634624481201,227.0,99.3173122406006,1651.0,1651.0,218.0,185.203.122.239,Johannesburg,South_Africa,206,1586,158216,Other
4245,4290,4561,vocabulary.com,420.453071594238,217.650651931763,1187.0,108.825325965881,9259.0,6277.0,44883.0,185.203.122.239,Johannesburg,South_Africa,213,21343,12265727,Other
4246,4291,4562,mcdonalds.com,889.509916305542,199.06497001648,268.0,99.5324850082397,6092.0,3982.0,265419.0,185.203.122.239,Johannesburg,South_Africa,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
4247,4292,4563,deepl.com,862.345218658447,200.896978378296,666.0,100.448489189148,5678.0,4260.0,225992.0,185.203.122.239,Johannesburg,South_Africa,0,817,48208,Other
4248,4293,4565,bloomberg.com,899.133205413818,201.223134994507,206.0,100.611567497253,4579.0,2262.0,14423.0,185.203.122.239,Johannesburg,South_Africa,206,2156,963852,Financial Websites
4249,4294,4566,forbes.com,610.953807830811,200.552225112915,222.0,100.276112556458,29087.0,3067.0,955609.0,185.203.122.239,Johannesburg,South_Africa,1232,278375,48721930,Financial Websites
4250,4295,4567,booking.com,761.84344291687,209.130764007568,739.0,104.565382003784,9285.0,3528.0,681269.0,185.203.122.239,Johannesburg,South_Africa,757,7299,4729916,Other
4251,4296,4568,xhamster.com,417.152881622314,203.475952148437,752.0,101.737976074219,11129.0,5527.0,334518.0,185.203.122.239,Johannesburg,South_Africa,198,3984,1802645,Other
4252,4297,4569,xe.com,795.512914657593,208.183765411377,451.0,104.091882705688,7130.0,3670.0,457842.0,185.203.122.239,Johannesburg,South_Africa,441,9871,3390060,Other
4253,4298,4571,coinmarketcap.com,409.704685211182,198.522806167603,269.0,99.2614030838013,10521.0,3435.0,422663.0,185.203.122.239,Johannesburg,South_Africa,1216,15273,5284858,Financial Websites
4254,4299,4572,spanishdict.com,942.244291305542,202.080488204956,531.0,101.040244102478,10411.0,2020.0,249437.0,185.203.122.239,Johannesburg,South_Africa,396,14242,9267514,Other
4255,4300,4573,goodhousekeeping.com,426.895618438721,206.480741500854,211.0,103.240370750427,4159.0,2266.0,419165.0,185.203.122.239,Johannesburg,South_Africa,223,4445,1895149,Other
4256,4301,4574,dominos.com,,,,,,,,185.203.122.239,Johannesburg,South_Africa,,,,Other
4257,4303,4576,pexels.com,407.96160697937,201.374769210815,226.0,100.687384605408,6967.0,2540.0,251267.0,185.203.122.239,Johannesburg,South_Africa,997,8420,996841,Other
4258,4304,4577,poki.com,411.827802658081,201.162815093994,260.0,100.581407546997,14187.0,1568.0,275645.0,185.203.122.239,Johannesburg,South_Africa,31105,213311,12458943,Gaming Websites
4259,4305,4578,caranddriver.com,409.024477005005,198.340177536011,205.0,99.1700887680054,25838.0,2207.0,495866.0,185.203.122.239,Johannesburg,South_Africa,835,29064,18190572,Other
4260,4306,4579,github.com,747.592687606812,213.138580322266,769.0,106.569290161133,5258.0,4256.0,234665.0,185.203.122.239,Johannesburg,South_Africa,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4261,4307,4580,hotels.com,995.849847793579,334.545373916626,702.0,167.272686958313,27916.0,5044.0,921424.0,185.203.122.239,Johannesburg,South_Africa,628,23512,15595873,Other
4262,4308,4581,globo.com,738.434076309204,198.596477508545,365.0,99.2982387542725,18901.0,5279.0,1184602.0,185.203.122.239,Johannesburg,South_Africa,474,74232,27712011,Other
4263,4309,4582,theguardian.com,418.033838272095,198.407411575317,377.0,99.2037057876587,6311.0,1794.0,1217076.0,185.203.122.239,Johannesburg,South_Africa,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,News Websites
4264,4310,4584,wellsfargo.com,408.903360366821,209.659814834595,192.0,104.829907417297,4869.0,3362.0,132103.0,185.203.122.239,Johannesburg,South_Africa,199,1479,113119,Other
4265,4311,4585,expedia.com,405.375003814697,200.994968414307,948.0,100.497484207153,22947.0,4391.0,1459541.0,185.203.122.239,Johannesburg,South_Africa,803,35216,30955441,Other
4266,4312,4586,realtor.com,1600.08192062378,204.474687576294,1430.0,102.237343788147,30337.0,3870.0,950843.0,185.203.122.239,Johannesburg,South_Africa,611,552820,82743764,Other
4267,4313,4587,crazygames.com,406.604766845703,200.853824615479,222.0,100.426912307739,11040.0,2501.0,595422.0,185.203.122.239,Johannesburg,South_Africa,198,24968,7179893,Gaming Websites
4268,4314,4588,digitaltrends.com,408.089876174927,202.114820480347,203.0,101.057410240173,35763.0,3471.0,641487.0,185.203.122.239,Johannesburg,South_Africa,397,146457,33334811,Other
4269,4315,4589,nba.com,1080.70540428162,198.893070220947,1984.0,99.4465351104736,11432.0,3879.0,733974.0,185.203.122.239,Johannesburg,South_Africa,1188,38890,10707347,Other
4270,4316,4590,nintendo.com,1625.53668022156,199.230432510376,206.0,99.615216255188,12189.0,2926.0,873216.0,185.203.122.239,Johannesburg,South_Africa,602,8224,3354303,Gaming Websites
4271,4317,4591,akc.org,605.812788009644,199.982881546021,207.0,99.9914407730103,15421.0,1917.0,600368.0,185.203.122.239,Johannesburg,South_Africa,400,56055,43713954,Other
4272,4318,4592,fast.com,1135.74075698853,200.20604133606,380.0,100.10302066803,7783.0,3897.0,25627.0,185.203.122.239,Johannesburg,South_Africa,411,6702,9177408,Other
4273,4319,4593,decathlon.com,753.565073013306,202.627658843994,375.0,101.313829421997,12837.0,5808.0,1196268.0,185.203.122.239,Johannesburg,South_Africa,602,13474,7762374,Other
4274,4320,4595,stackoverflow.com,622.877836227417,204.558610916138,463.0,102.279305458069,3668.0,2947.0,175990.0,185.203.122.239,Johannesburg,South_Africa,5095,29661,2408797,Other
4275,4321,4596,calculator.net,1251.39665603638,198.636770248413,434.0,99.3183851242065,3870.0,2728.0,11466.0,185.203.122.239,Johannesburg,South_Africa,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
4276,4322,4598,www2.hm.com,411.854982376099,199.377059936523,418.0,99.6885299682617,4575.0,3795.0,46943.0,185.203.122.239,Johannesburg,South_Africa,207,1295,57626,Other
4277,4323,4599,grubhub.com,410.181999206543,204.760551452637,203.0,102.380275726318,3044.0,1454.0,2701.0,185.203.122.239,Johannesburg,South_Africa,198,1380,78105,Other
4278,4324,4600,google.com,662.994623184204,269.943475723267,408.0,134.971737861633,11502.0,4778.0,149968.0,160.238.37.106,Seoul,South_Korea,540,22286,20142672,Other
4279,4325,4601,facebook.com,616.735935211182,272.021770477295,483.0,136.010885238647,6767.0,6090.0,65587.0,160.238.37.106,Seoul,South_Korea,272,27357,33956471,Social Media Sites
